,usage,Temperature,Pression,censored,event (fail or censored)
60,False,19.30507366414883,1000.4165181804274,False,170.10004599896908
61,False,23.18404289795676,994.0339630198943,False,452.6127899651013
62,False,22.893448693419007,989.486139767857,False,593.3551496176103
63,True,20.660434710194817,1013.9851846690925,False,85.61293926086957
64,False,25.356432149621323,982.4500264661119,False,168.5754498580837
65,True,20.578445467430804,994.4772668599437,False,417.9796793240643
66,False,19.717511006099063,1005.9949371817186,False,79.98993408680647
67,True,24.998728065244187,973.8456071932508,False,185.25732092632373
68,False,20.78576165336136,1002.1029702364411,False,275.9283597420645
69,False,11.556417414375376,988.8485508107111,False,345.10355123924364
70,False,22.64338914854996,1003.2595800053318,False,133.64519131276396
71,False,19.90431922184173,998.9119734259376,False,249.3545526700949
72,True,23.562977124620062,1006.280807411053,False,437.14972363161746
73,False,13.007468014631726,1007.076176953891,False,419.68825454027063
74,False,21.019297740783294,1008.3287401091438,False,60.48361110276244
75,False,11.458766244720305,1002.5776722998081,False,74.43052030421683
76,True,20.73498115923309,987.6727854011391,False,362.04919452028986
77,True,19.664468845817453,992.6916801141219,False,177.87933227004092
78,False,21.298488083034126,997.7858285493033,False,286.9137665259779
79,False,30.4634350269251,999.7864144763013,False,154.4899777539838
80,False,23.928962364925024,1010.0406258517049,False,444.5073883261612
81,False,19.218666003056544,994.5178412938764,False,507.116670575794
82,True,19.7449841258142,1011.9491969236167,False,530.8405392146514
83,True,15.081606464437536,1000.1833750999228,False,415.60198061658673
84,False,19.53764383480721,1013.8097557137642,False,253.20280592229503
85,False,19.44444841602899,993.4461473981993,False,94.75691025573072
86,True,24.59253299037458,1004.2434893262212,False,485.3809389367033
87,True,3.4849745273038693,999.1439767491163,False,309.8012160620719
88,True,13.497665211187641,997.5880987635011,False,230.7259694398584
89,False,17.864850846775713,991.254673137953,False,394.3770406948936
90,False,14.404564384287735,989.4765396821929,False,522.4775261604523
91,False,14.462981222734221,1006.9748640758382,False,83.53774901209272
92,False,23.933883025337572,995.836994571019,False,219.0410383106144
93,True,12.602992662858838,999.4241226410269,False,451.9874371056713
94,False,16.260766845955473,1002.0507692070103,False,272.06710840873393
95,False,27.089218791379327,991.1659519974676,False,487.1048433769075
96,False,22.381695090945946,1017.3560841437305,False,447.4227029664602
97,True,17.212585949550352,993.126054428301,False,76.38170778286026
98,True,30.713840612639235,1000.126461679927,False,385.7662348991427
99,False,21.71187373832576,1006.9621090096632,False,115.70456527438735
100,False,13.82172474269578,1013.5851072473176,False,62.03180653513544
101,False,20.191857143696005,997.487033797219,False,118.51679015681728
102,True,19.28078532608828,1004.7346137263191,False,222.4496186785186
103,False,15.21371686436035,1009.2949783212943,False,179.91514705134875
104,True,14.68225484575995,1002.7016999881458,False,418.94225817961035
105,True,8.495565784098746,999.8258778566031,False,7.6388870409033665
106,False,14.895951549342852,993.3732572942998,False,243.10557016887282
107,True,24.114513506856206,993.5385366677637,False,313.680933179746
108,False,14.237016910765943,1020.4341154033239,False,102.44033506301832
109,True,21.263423829754718,1004.0038713322441,False,326.20383013974714
110,False,7.8254263922971035,987.1025277214023,False,487.88611447544656
111,False,14.549776915756095,986.103434180042,False,322.2176572829349
112,False,25.091178392578893,1016.1475694497666,False,148.8789779627701
113,False,8.02465895665458,986.3518179069431,False,245.71593302836357
114,True,15.503536523375628,994.2126469299021,False,126.59646396187085
115,True,17.69877477541576,1001.1646531890282,False,72.09033175251825
116,False,17.469203401683632,1016.6214056354894,False,93.56243334087753
117,True,26.228620702098254,996.9388824567159,False,889.8175257172733
118,False,9.308737830694971,994.7148364578445,False,194.7030637588906
119,True,16.862371096140514,996.4909798494419,False,343.403882558273
120,True,27.084881732967453,1002.5225802592505,False,398.82991681400716
121,True,20.23731485391538,1010.9503327139277,False,133.7806193396516
122,True,18.01630346638914,1011.1553879751835,False,96.33440018974026
123,True,22.387746804854117,994.755618301694,False,43.3934192780069
124,True,15.026930573285965,1000.9010332339448,False,235.74015645118476
125,False,25.360337832675242,990.873607251229,False,212.66898394599087
126,True,21.155921316688747,1010.4201284785595,False,293.3067430895003
127,True,20.70668348470834,981.9027074669167,False,244.58879197262013
128,False,25.45464088588789,988.1309384587714,False,193.30602367593042
129,False,21.73002058817177,1006.0808706344914,False,145.69418760467005
130,True,21.093549206113842,1004.8836533801023,False,369.4745390164354
131,True,15.840584909422107,987.53546186023,False,103.3272101196909
132,False,12.23149681038648,1006.6862821889492,False,418.0339339125019
133,False,17.116383081401555,994.6014177692167,False,118.15844858825353
134,False,33.42765331135268,1015.1205375846578,False,62.32031367271643
135,False,12.220408104038107,990.3876451608247,False,311.9085127685696
136,False,26.90648790992436,996.9531463347716,False,243.44441762962734
137,False,14.025821989073702,1005.9036469474299,False,269.0599767410891
138,True,19.50736622934016,1011.2392496583475,False,239.03012178411893
139,False,19.859554093045414,995.2894570888599,False,437.9303632589102
140,True,20.9089317850265,997.545105001343,False,405.8849301386613
141,True,22.96354119949723,999.554031479791,False,230.50388935721858
142,True,24.375524737315573,987.7774228681784,False,526.9735557802534
143,False,15.39308647998326,1001.5626747275429,False,342.9244989481924
144,True,21.69183569868433,987.8738801207749,False,633.4917322964528
145,False,26.659557136946425,1001.1444695454911,False,152.16216650597815
146,False,18.247505223913876,985.863605523745,False,170.3792073409642
147,True,18.842788693738445,994.8307254208103,False,503.8489127713563
148,False,23.03989419787555,1017.0915039386019,False,140.87255668898413
149,False,29.387221887758912,1012.8637086943802,False,376.0646832357768
150,False,19.41805126386045,1023.8408622016162,False,85.28444603589955
151,False,25.597926148711217,1000.3270629905026,False,486.02462994595817
152,False,20.190303026051343,989.6908205584011,False,43.92347262861195
153,False,21.660450404062946,994.2392492754569,False,749.6080923145889
154,True,18.096665432804627,1011.4767580859096,False,308.94221601258494
155,True,21.522365298868156,1020.679403119511,False,169.83833595002199
156,False,29.644926198599013,1000.3206156192725,False,94.52413986624538
157,False,19.776197496757227,1013.2455870711037,False,378.4171594271775
158,False,29.290093290079643,1012.4576578327184,False,364.83299018408337
159,False,14.703335096044619,994.6201772678286,False,125.22849060009973
160,False,21.35613936067643,999.548370372134,False,587.288440311605
161,False,22.848395729486498,988.5652872523216,False,551.3242194793204
162,True,17.49529274862207,1000.0803606862545,False,316.30936898008815
163,False,21.78025287400011,1003.521223222572,False,818.4867098736927
164,True,24.302928221919224,1003.7703673192498,False,82.94689018073468
165,False,16.999495935278645,993.575548868845,False,370.55775006766623
166,False,21.409228503957042,992.824322249246,False,100.58749909930565
167,True,14.850854816147194,994.4704382508335,False,470.39848304791747
168,False,24.750251521427096,1018.481941032476,False,204.09520023241063
169,True,18.79954921247401,1010.620349526722,False,93.47769185824589
170,True,15.840367368905282,1003.4547196847484,False,82.18826744334145
171,False,25.03280372763688,1001.4580808258471,False,213.78723432147999
172,False,19.586754350133322,1001.9387730709745,False,813.9400759088207
173,False,26.42383761022188,983.4133090840609,False,423.30498173521414
174,True,8.716232350235234,1003.6294659255955,False,356.79484040240243
175,True,13.954685521436296,1005.724480489032,False,202.05177188702095
176,True,14.563215161669321,1000.2220199809544,False,106.01788230432592
177,False,22.08357495768589,1015.0874122519041,False,442.859660993625
178,False,10.638327337198756,999.5068051291599,False,47.928471363806025
179,True,26.133743493396963,1004.9685581916843,False,599.6989822270157
180,False,18.819715532454076,1004.6841963515916,False,279.5895769207935
181,False,21.804272610563643,1015.3449321033702,False,219.266451461392
182,True,19.79333728576091,1004.0040935592874,False,94.76360915876072
183,False,28.44987228198009,1001.8700404297476,False,286.0542231012346
184,False,16.942797998128295,994.51923174488,False,149.11531369496615
185,False,21.313112950402825,1004.070739687037,False,602.2407051843757
186,True,10.697263511262934,977.1797376261599,False,305.3810632437881
187,False,10.085262019770019,1014.4221576225304,False,110.8866559556488
188,True,25.048454517169567,996.5188169956124,False,103.30837896611776
189,False,23.198463819119596,993.6480783013645,False,235.72947697187664
190,False,11.499385740093055,995.9500735096831,False,344.7549532623916
191,False,17.16976318946795,984.7289451021709,False,238.463592150699
192,True,17.851139907288605,985.7644609310641,False,105.0188235760323
193,False,28.028530924286027,1001.8192576569629,False,28.95123203038953
194,False,20.222547825356223,980.1382015631873,False,256.80428244786947
195,False,22.48856559918239,1013.7390561020832,False,340.3873617028364
196,True,28.16457776318029,1003.4730312767304,False,86.40463499022408
197,False,15.197042995483196,1003.4179499118934,False,254.77539569102808
198,False,8.688862003168303,990.8345565546329,False,302.0432596546967
199,False,15.061682445963028,1008.0272587267726,False,143.63338164444806
200,False,20.617909824314232,990.3498510111971,False,91.71922773984299
201,False,15.56886509829054,985.5023581345774,False,288.5742300202956
202,False,19.667659754910517,1017.285758809173,False,210.9809527219477
203,True,29.422935073233866,997.5159578780946,False,592.9314566019747
204,True,17.115500570755717,1003.2270101365765,False,281.8730146623094
205,False,20.692637953563604,991.6936350071933,False,60.025002862805664
206,False,29.146245575018078,996.0295078594761,False,275.0589170380818
207,False,31.83895582476048,1009.0200856874403,False,70.13856368846834
208,False,19.52975609202451,1009.9373420564386,False,240.782798795186
209,True,18.665236112231735,984.9480934817645,False,100.15429020178854
210,False,26.91451764456589,1007.4852311563287,False,574.0330870497472
211,False,24.94727633124702,1004.1774255650134,False,260.4013696720306
212,True,18.3000483917843,995.9521791150424,False,134.49857012004756
213,False,19.42473773546783,995.7116051811527,False,165.6121780639664
214,True,15.37689291021633,1012.3797408654369,False,23.027556518397294
215,False,20.254663194928572,991.78280079234,False,166.3871797897596
216,True,20.27447568737084,981.3850348227644,False,252.6204552329268
217,False,17.591819716197094,986.2347660705135,False,313.6803660416872
218,False,29.955548473958814,1018.8472520143138,False,154.41278873401816
219,False,12.587609058055904,992.4517905390786,False,76.76852986280971
220,True,18.44984332158588,988.6919924181641,False,331.51472662253104
221,True,23.7428994072478,1002.7562350122156,False,442.7993191448442
222,False,24.65034645304633,1014.071544496856,False,34.309896626647564
223,True,13.940933877983865,1006.4031991356431,False,68.64074367523682
224,True,20.289579330623727,1006.4607370476872,False,281.85041907830333
225,False,24.024492359363993,1001.938366769459,False,427.50424437194494
226,False,20.153466807355937,1003.7163127194618,False,563.9629779151616
227,False,12.466851390712437,989.1726704271549,False,346.3227836564256
228,True,17.76760122620652,993.4043685307075,False,189.73624979756002
229,False,7.295069907977734,1011.8229559311786,False,80.08477529872263
230,True,19.93638024121415,996.4060343979086,False,954.3436996968263
231,True,23.311258849070242,1020.198126639461,False,743.8895019195968
232,False,16.07508666504812,1005.1983155903246,False,52.02675393139176
233,False,16.354785790133903,1010.3037558990208,False,273.5495828820404
234,False,20.525069355587775,1000.0049665365842,False,485.77020008540114
235,False,23.719665323108813,1000.6229764017835,False,303.0610262985571
236,True,25.90792196282761,1004.0506287837645,False,440.4709259957558
237,False,16.777166809960114,994.586159656286,False,285.8070817301081
238,False,20.40652360692457,1007.3642494134355,False,58.9466452694994
239,False,24.436273322790385,981.8939483652977,False,450.5299327826257
240,False,19.736179690507978,1002.0985775805492,False,235.68547841057304
241,False,18.566104414185435,997.1519002662233,False,330.74096598103006
242,True,16.153832434328507,988.1801498056993,False,174.45490078752573
243,False,17.177005283018172,1010.2812090733902,False,239.25797527689463
244,False,26.579198449387683,980.7288168108327,False,481.95247381726637
245,False,28.038100408035767,996.0218343251066,False,119.35026298064187
246,True,22.191087462124504,989.6709514045243,False,40.70439693842028
247,False,16.804647340861663,1016.1825557068291,False,225.56117320973004
248,False,18.64178273034747,996.8188347285442,False,427.61451267514377
249,True,17.235456740075264,998.8209289893734,False,272.6138196804671
250,False,17.481154985212033,983.7377609669427,False,280.81392120676094
251,False,24.329432227386178,1001.3098921041461,False,411.58341870072314
252,False,17.15725994202248,1008.9082928395401,False,66.81336547524984
253,True,14.159317007929971,1001.7867784723561,False,53.12727121797822
254,False,19.54334070310933,1002.6047499997192,False,142.97787398054925
255,False,15.353003095732625,1016.4542744768754,False,135.46730341372802
256,False,21.56699146954233,1002.5753471620599,False,192.14360672015542
257,False,26.809873056040853,995.4337113740763,False,352.02571063532423
258,False,19.831429429431953,990.9915198130707,False,152.19729899017582
259,False,20.34691781071243,1000.1162886221596,False,195.3504946654043
260,False,16.86336879778656,999.7018106322837,False,517.6062629195764
261,True,19.350438746132827,1009.1406739587185,False,248.644597832989
262,False,14.984347132145228,1008.339137476939,False,149.63269970906725
263,False,18.69273110275573,1013.8544376863748,False,467.1298009100531
264,False,18.595863281916028,985.9392673933658,False,278.68422740744836
265,False,18.037174975061607,978.7331618189114,False,343.84218883306136
266,True,13.189372200385549,988.3621866491353,False,126.55519730386288
267,True,17.59855416483811,994.6192675080467,False,275.9562288157776
268,False,20.261230369185004,994.2661145303015,False,447.29959135448894
269,False,14.11062949494958,996.7039317611356,False,446.75355900733575
270,False,21.644632087551074,1003.8552592658945,False,272.2834275715362
271,True,10.111511600529756,1013.7801478636682,False,223.730832833731
272,False,14.196501213289546,1002.1840950004296,False,249.21982779438116
273,False,27.750877160340572,991.0015100336716,False,354.84098892376954
274,False,27.879119492499143,995.1951381969546,False,166.1970733203669
275,True,23.325091452303635,1002.8892575091191,False,188.7174176969705
276,False,18.272554950468294,1010.9957655738995,False,78.24538193086211
277,True,12.682722771155973,986.8400113670269,False,103.4011121150907
278,False,25.02087614572865,1011.3171951994137,False,446.1707032282934
279,False,9.222878858604291,1008.8500453613977,False,661.5499533251152
280,False,24.209662802891856,997.5912663823909,False,170.5573484555373
281,False,29.84988887686943,993.6448666283237,False,346.5154657672647
282,False,13.117734598087992,978.1692793953684,False,332.20378219784664
283,True,27.783670622341162,982.2935196851414,False,31.870456464642793
284,True,13.256394524258216,987.7366449244428,False,204.63568408648246
285,False,31.196531942660116,1004.0726085987087,False,29.54434911339036
286,True,14.383901922418318,1003.5806869327196,False,332.56806212920156
287,False,10.779147023634236,1002.3537258658215,False,206.10142528436938
288,False,19.967259645902203,1011.7056003550396,False,384.94295126581835
289,False,22.955550260472762,1007.7679142945755,False,120.91055237878932
290,True,17.210729698055875,996.5306551096432,False,312.8059249929068
291,False,23.107395940274948,998.967700033364,False,213.43404624650387
292,False,17.58832081297115,998.660565550681,False,175.18623926209077
293,False,23.382067181100275,1005.9761809449567,False,440.6406257266184
294,False,20.974117561275847,1009.7001541256302,False,361.39212648676744
295,False,25.845965202723832,1005.7522856006169,False,164.23975424424992
296,True,15.063373451608147,997.8989322323604,False,403.073565270297
297,False,18.423142787112155,1003.3330990140823,False,117.09429501080984
298,False,29.314840268986764,1008.7242759503049,False,219.9446575986177
299,False,22.806026005297092,1001.7066493480335,False,274.93540102496115
300,True,21.152218183149767,1011.7625863578504,False,173.2931444989936
301,False,20.744309578996507,990.2847617900786,False,393.54972587225427
302,True,11.848737172267926,1019.4044031440975,False,761.3657033992669
303,True,24.851857590735953,995.024384647147,False,43.615622567841804
304,True,18.08572364757633,1002.7383779007699,False,73.22692113939847
305,False,24.922801196618213,1010.886137055349,False,232.71952669967058
306,False,17.018733894480945,1010.8581270460915,False,61.273336633725656
307,False,13.114031250555819,990.2677443225058,False,435.64112836615607
308,True,15.098832893414528,981.9912947310065,False,191.471737050416
309,False,22.07527427420409,1003.496606449636,False,112.16697870716341
310,True,28.176371143067144,989.0580895838897,False,141.71080877374786
311,True,18.558651003244794,1017.2725200218327,False,219.22495207451567
312,False,8.488715405546506,1020.9027364689751,False,61.260120793471664
313,False,23.27177754030422,1014.0507430527105,False,432.4757138617981
314,True,19.245161786872995,989.2863199311759,False,253.63259143256175
315,True,16.792640263368654,1020.046702459847,False,488.7147217947828
316,True,24.592683244733873,1002.5992158257249,False,278.4132755613866
317,True,18.242962258191245,1004.2657918271485,False,366.9849479794513
318,True,21.115175763901572,988.6582284281644,False,271.6544340466227
319,True,19.257937288281507,980.5378612870026,False,28.838374223994652
320,False,19.181982218321654,999.9365028360689,False,243.20004748800065
321,False,20.107716220897533,994.5343141804298,False,393.8663692932053
322,False,15.888881214793635,995.0579458106922,False,328.2255569712991
323,False,30.165133946592764,993.4779267747786,False,142.42182403816275
324,False,22.307348444891574,991.33569965875,False,195.90713370970514
325,True,17.297750245132356,1001.4018842996245,False,448.5486401836393
326,False,21.161115415741428,990.3382313263032,False,127.7458038529375
327,False,15.647829832571206,984.1044367328982,False,214.80364524022977
328,False,25.671768213445304,1013.5917718810496,False,97.01621041350808
329,False,24.17819158561177,996.324576711455,False,291.78643884596056
330,True,22.69053557552148,1003.9425876381704,False,248.63710136553692
331,False,16.298331067918376,986.9472588279958,False,176.7822278604133
332,False,27.6199302965164,1004.8779071252575,False,451.61325407559997
333,False,19.192997358524906,1013.6946897610629,False,107.10289447414625
334,False,31.058935892044104,1005.2906570396863,False,232.75226571945478
335,True,16.41659738923628,1007.8448206818862,False,253.26753904576637
336,False,18.422395589645966,1002.6497766248198,False,660.7360707302801
337,False,28.957377331270216,1001.0279149319354,False,548.8960187729198
338,False,22.0439532231603,1008.3254742899777,False,304.63942929853647
339,False,26.324859538395433,996.2541405033744,False,257.40567164735955
340,False,14.882685196910973,992.1804489621533,False,293.6257565987517
341,True,21.256659409129803,1002.9002515152821,False,420.7122780347748
342,False,27.20694710495141,989.3063959246417,False,345.2211377821508
343,False,18.619404003207645,978.8683864937294,False,287.03182230959317
344,True,15.861705913217467,1009.2968750697321,False,213.1506563009052
345,False,21.96269664097099,992.1375372983716,False,60.67533547668754
346,False,21.520155732835534,1001.5272576868791,False,90.29606765719686
347,True,29.392883485509817,1003.8292983700521,False,170.73772635061852
348,True,19.065241566571377,998.1159180060154,False,273.3322795058255
349,False,17.7694485506665,1014.8760872005129,False,105.44898470988717
350,True,23.416623264893254,992.7289016434255,False,191.82678288025747
351,False,26.293960123429667,998.2346304825137,False,151.17956553849763
352,True,18.7320598720682,996.4862881886786,False,178.2382310386057
353,True,17.550792252050268,1001.559769212818,False,254.49838600604022
354,False,24.318322028610183,1014.2746605924594,False,396.53667901333364
355,False,22.25406856077646,1017.2265988587781,False,284.5483190621602
356,False,21.741453613216695,996.7828693349189,False,125.60243519034567
357,True,22.581034868172132,996.4593585969252,False,261.69396597061876
358,False,27.03632879591582,1001.504359884113,False,46.54619589133175
359,True,23.138864641064657,1012.6694946372787,False,574.0477417376866
360,False,17.916118894655156,994.0533796476097,False,455.53026486780755
361,False,11.25553921916364,1002.3892004086699,False,333.54532283806464
362,False,10.232175150428086,1019.6538948037711,False,437.79631066908416
363,False,13.547262927279474,1000.9501547525755,False,32.07370023644793
364,False,22.07674823943416,992.3263202605259,False,46.634094426777665
365,True,17.3413034102828,984.6917550640948,False,201.22921107200995
366,False,17.622255624290453,984.6956671456351,False,389.018953703909
367,False,17.97974763471431,1002.7180245608547,False,235.37675408971185
368,True,22.75686567142107,1000.2298215204657,False,336.72277206890953
369,False,21.018976184925858,989.2916787655549,False,345.63650057254245
370,True,18.36646296507328,993.5991409616943,False,437.76098284279493
371,False,19.91977807516991,997.8389126123615,False,209.9011538314827
372,True,26.24399559315962,994.3238784882336,False,422.8717544887603
373,False,27.643842224336026,993.6375015188106,False,214.4559882576501
374,True,20.58435008503895,994.9499804656341,False,323.9694063511029
375,False,15.446268933532325,1014.062288106343,False,576.3323975050768
376,False,26.344658635364475,993.1311128491463,False,358.86939126871874
377,False,29.57342393200124,985.1463990865541,False,92.50605395288271
378,False,17.676924018250798,1005.8462097420734,False,71.30206462286183
379,True,30.070210794429705,1005.0534433522437,False,253.09876116980243
380,True,17.594757101143728,993.1006957791855,False,296.202532507895
381,False,25.201428831961266,1010.0689280052395,False,95.68828595927432
382,True,13.057966629409645,999.8026722726532,False,322.1505267185727
383,False,11.90627595192755,1001.4821705083925,False,503.54465333911423
384,True,19.925425545009833,1004.1203259720846,False,381.3577513095071
385,False,20.89481230282572,988.9773492421032,False,220.58327681075497
386,True,16.38202315295985,1006.4788840214034,False,415.7930808820498
387,True,14.960326983241876,999.8595310188917,False,373.41125179119706
388,False,28.56044066752024,1018.9749011570333,False,764.7464506655715
389,False,14.23999269224355,1001.6633981138026,False,197.62529155038914
390,False,19.112898222218313,990.1923020434415,False,294.555704613381
391,False,21.904796922959676,1009.9518496869665,False,332.0180256126804
392,False,19.472874683216702,986.1231130672026,False,211.1470313869396
393,False,16.935754394100424,985.703625038243,False,594.9809340312175
394,True,18.323377905313045,1007.1702762902455,False,339.1833707368531
395,False,24.123913578498986,991.3595197376429,False,51.433879841041666
396,False,11.807804333101672,999.9375987151496,False,84.29136619666625
397,False,10.13047100775307,998.5040235253014,False,796.1891249016854
398,True,12.83214256630322,1012.7280895297919,False,210.17853581614287
399,False,28.107201618418813,1001.4938100058006,False,253.80156445553726
400,False,18.28484072776529,985.0831408320862,False,184.9182386048541
401,True,28.98645427636695,992.7364429186715,False,170.91781397428386
402,False,18.558968690673375,1003.7168503716936,False,114.33078201392127
403,False,19.868162758440697,1012.6235645296464,False,140.144941797646
404,False,10.797559219338238,995.7853977568094,False,226.95185998341864
405,False,15.844283573778846,978.5986628623358,False,349.4221833303781
406,False,17.64249881330682,1015.6069413971186,False,90.89832128308242
407,False,27.971013075587834,1016.8363608551205,False,375.5236274975402
408,True,20.52581907662212,997.8033796734808,False,141.74437484604826
409,False,21.073355567502063,1013.3675865104943,False,466.71161567820224
410,True,16.263680595671957,987.1354400559677,False,267.52979174640586
411,True,12.332644974887792,1004.5600103169353,False,317.8304358710174
412,False,19.64396562768946,988.4910652464507,False,12.086458279741851
413,True,12.82520994066743,1008.1160823067282,False,163.10718593208605
414,False,27.96777637872971,1003.2044867219379,False,51.276659559416714
415,False,26.289917089298964,1007.4474095811418,True,[422.82086009]
416,False,18.877360398164235,991.9455471869393,False,257.2427984200404
417,True,22.70269446694163,989.9161859268447,False,164.41342976930832
418,True,21.170650958105497,1013.2070460351501,False,843.7549585848059
419,False,25.542663086783346,984.7995390943162,False,410.42040106152507
420,True,15.575568060805033,1001.3065711723077,False,69.54263842196102
421,True,9.453819025856387,995.177035273152,False,428.4380426997938
422,False,18.013688274317467,1008.8271447956895,False,30.266140291969204
423,False,24.241000228605962,1017.4385364040758,True,[227.68604468]
424,False,20.24406819404311,998.2109769040495,False,108.91401551664678
425,False,7.8201414246114,992.603164731898,False,122.87934604717086
426,False,18.861843818336464,1003.2567392858432,False,198.51859056255003
427,False,25.460947873853762,1008.8758670111382,False,82.83046436846358
428,True,19.62504342710993,1003.3859932150889,False,290.2559039539429
429,True,24.611639344853195,991.3222677377322,False,172.25642649403324
430,False,21.3259474943342,1020.4232708864652,False,97.8057640497251
431,False,24.805681618294088,1002.2506399790987,False,510.9857045120548
432,False,23.2396330209978,995.600203589876,False,422.45879148801345
433,False,21.996715660834813,1007.4395468540647,False,449.0797918185966
434,False,31.789717378735762,1001.2050570208858,False,239.24596284587525
435,False,13.563246874678248,989.265155941235,False,553.5720999660308
436,False,14.120037865409536,978.2936159010919,False,499.190413240515
437,False,22.92652049613804,998.1600603197111,False,235.64149700984103
438,True,18.744548956057844,994.3973082966219,False,594.4997191520968
439,False,30.761802357817732,986.0544420247934,False,265.3082401954897
440,False,16.364330257729332,981.3183676240034,False,264.9952166044654
441,True,22.428404921958673,1011.8665482025788,False,105.18462140465881
442,False,12.102025732871084,982.1589582867865,False,530.0216154514137
443,False,14.707996850126046,989.9759942296881,False,389.6078626747969
444,False,23.01532500367682,1001.6721999734988,False,87.62317926238016
445,True,13.684713271918548,995.2710409575432,False,554.0066449645577
446,True,23.014184119506222,994.6657832015655,False,640.2591893250137
447,True,18.25863719292141,1009.9912669136123,False,410.95473962552217
448,False,24.967291759437863,997.3934346347439,False,351.9189420812299
449,False,23.046109845949566,1005.9670612467331,False,508.3877231377
450,False,12.27052644523539,1001.4295916227094,False,318.5901250663917
451,True,24.23870094258661,1014.925852670347,False,319.94764486741855
452,True,12.42697016656697,1013.6724562173714,False,145.72027382590417
453,False,24.51459697694193,985.6022867316741,False,327.04032050285446
454,False,13.385282346770285,1002.1004934044804,False,213.4431684313874
455,True,27.44025237204584,997.791072305621,False,689.3002753483504
456,False,29.526423101021493,987.8921943981356,False,151.71329146698628
457,False,17.353042392775922,1008.6427826980384,False,470.9467318190871
458,True,27.723711194130015,986.5612831132231,False,251.96112656544958
